Job Title,Date,Company Name,Company Location,Job Skills ,Job Requeirments,links 
Big Data Engineer,14 days ago,Azentio Software -,"Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Big Data · Hadoop · Spark · Algorithms · Computer Engineering · Computer Science · Data · Engineering,"B.Sc. in Computer Science or equivalent | Minimum 5 years of experience in Big Data Technologies. | Familiar with the Hadoop Ecosystem, specifically Sqoop, Flume, Oozie | Knowledgeable in Hadoop administration | Experienced in working with Spark | Experienced in Python statistical modeling techniques and Python libraries. | Programming using Python or Scala | Experienced programming in Java and rest APIs | Familiar with UNIX shell commands | Familiar with Microsoft Azure and/or Hortonworks Data Platform | Machine Learning Algorithms (a plus) | Statistical expertise (statistical tests, t-test, F-test, Profiling techniques, etc.) | Proficiency in English is a must ",https://wuzzuf.net/jobs/p/dUhak4phdIHH-Big-Data-Engineer-Path-Solutions-Cairo-Egypt?o=54&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,10 days ago,Expeditions -,"Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CI/CD · DevOps · Security · Computer Science · Information Technology (IT) · MySQL · Python · Software Development,"Bachelor’s degree in computer science or equivalent | 5+ years of relevant experience. | A clear understanding of Internet and system security issues. | Must possess strong scripting skills (i.e. Python, Bash, Ruby, Perl). | Strong understanding of CI/CD. | Strong understanding of cloud platforms knowledge. | Strong understanding of version control systems (Specifically Git). | Good understanding of virtualization and containerization. | Good understanding of RDBMS (i.e. MySQL, Postgresql). | Hands-on experience using infrastructure as code tools (i.e. Ansible, Chef, Puppet, Salt, Terraform, Cloud formation). | Hands-on experience using one of the cloud platform providers (i.e. AWS, GCP, Azure, OCI). | Hands-on experience using Kubernetes. ",https://wuzzuf.net/jobs/p/FbKTnMTOF60P-Senior-Devops-Engineer-Expeditions-Cairo-Egypt?o=55&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,10 days ago,Ejada (Cairo) -,"Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · CI/CD · JIRA · Microsoft TFS · Cybersecurity · Java,"A solid work experience with DevOp. | A solid work experience with containerization (OpenShift). | Advanced knowledge of programming languages such as Python and Java, and writing code and scripts. | Ability to install and configure software, gather test-stage data, and perform de-bugging. | Ability to ensure smooth software deployment by writing script updates and running diagnostics. | Proficiency in documenting processes and monitoring performance metrics. | Advanced knowledge of best practices related to data encryption and cybersecurity. | Exceptional interpersonal and communication skills. | Solid experience in building and operating CI/CD pipelines. | Experience with one or more CI/CD tools (Jenkins is preferred). | Experience with one or more project and issue tracking tools (JIRA and MS TFS are preferred). ",https://wuzzuf.net/jobs/p/cn0XJ0b0NNCy-Devops-Engineer-Ejada-Cairo-Cairo-Egypt?o=56&l=sp&t=sj&a=python|search-v3|hpb
Senior BI Developer,10 days ago,Centro CDX -,"Maadi, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Analysis · Azure · Communication skills · Computer Science · Development · ERP · Information Technology (IT),"Deep understanding of the concepts related to Data Warehouse Modeling. Ability to convert from OLTP to OLAP schemas.  | Experience with the Microsoft Azure platform including Data Lakes, Blob Storage, Azure SQL, Azure Data Factory, Azure Analysis Services, Azure Synapse (DW), and Azure ML  | Business Intelligence development using the Microsoft BI Stack (Power BI, SSRS, SSIS, SSAS)  | Experience with the following languages: TSQL, MDX, DAX, M  | Experience working with SQL Server | Excellent technical writing skills (documentation skills)  | Excellent communication skills both written and verbal  | Ability to adjust the working schedule to meet client needs  | Bachelor’s degree in computer science or equivalent combination of education  | Knowledge of Dynamics 365 Finance and Operations (ERP) and/or Dynamics 365 Customer Engagement (CRM) database structure  | Knowledge of big data concepts and tools  | Experience in development with Python ",https://wuzzuf.net/jobs/p/yqvrIR2ZgGNI-Senior-BI-Developer-Centro-CDX-Cairo-Egypt?o=57&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer Ruby on Rails,3 days ago,Tays -,"New Cairo, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Software Development · Information Technology (IT) · Software Engineering · Computer Engineering · HTML · JavaScript,"Proficient knowledge of Ruby back-end programming language using Ruby on Rails framework. | Basic understanding of front-end technologies and platforms, such as JavaScript, HTML, and CSS. | Management of hosting environment, including database, administration, and scaling an application to support load changes. | Creating database schemas that represent and support business processes. | Proficient understanding of code versioning using Git. | Good command of written/spoken English BS/MS degree in Computer Science, Engineering or a related subject | Excellent knowledge and commercial experience in building robust mobile products | Deep understanding of test-driven development, continuous integration, and delivery | Strong knowledge of design patterns and software engineering best practices | Strong communication and collaboration skills and ability to work in a fast-paced dynamic environment | Sincere interest in working at a startup and scaling with the company as it grows | Adaptable to learning new skills, taking on additional responsibilities, and changes in working hours/conditions. | Eagerness to learn and constantly improve yourself | Working 3 days from office and 2 days remotely ",https://wuzzuf.net/jobs/p/HpXYC6YiKuKq-Backend-Developer-Ruby-on-Rails-Tays-Cairo-Egypt?o=58&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,4 days ago,Yodawy -,"Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · Software Development · GitHub · HTML · PostgreSQL · JavaScript · JQuery · ORM,"Bachelor of Computer Science or related. | Strong expertise in Odoo | Expertise in Odoo integrations with other cloud systems | Technical and functional knowledge of Odoo modules and features | Concrete understanding of object oriented design and programming | Expertise in relational databases | Solid expertise with GIT or equivalent source control system | Familiarity with HTML, XML, JavaScript, and JQuery | Good knowledge of business processes | Solid experience with ORM (Object Relational Mapper) libraries such as SQL Alchemy | Able to integrate multiple data sources/databases into one system | Good understanding of accessibility and security compliance | Solid knowledge of user authentication and authorization between multiple systems, servers, and environments | Solid experience of design principles behind a scalable application, data structure, APIs in Odoo ",https://wuzzuf.net/jobs/p/F4w9syRKNN5S-Odoo-Developer-Yodawy-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,12 days ago,Cegedim -,"New Cairo, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL,"Bachelor Degree in Engineering (Computer or Network or Communication ) is a must, the master degree will be highly appreciated | Deep experience in administration of Linux and Windows systems | Knowledge of the creation of Linux packaging: rpm/deb | Expert in database administration of : Oracle / MongoDB / PostgreSQL | Profound knowledge in Scripting: Python / Bash / Powershell / Groovy / Go | CI / CD: Git / Jenkins / SaltStack / Docker /Maven/Jira | Container-orchestration: Kubernetes is a plus | Knowledge of API, REST, and HTTP concepts is a plus | J2ee knowledge including spring, JPA, JMS is a plus | NodeJS knowledge is a plus ",https://wuzzuf.net/jobs/p/f5n6NL7BaoDS-Senior-DevOps-Engineer-Cegedim-Cairo-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb
Senior Front End Developer ( React JS ),6 days ago,Div Systems -,"Mokattam, Cairo, Egypt ",Full Time,2-6 years of experience.  ,https://wuzzuf.net/jobs/p/O8CEsys5U3MF-Senior-Front-End-Developer-React-JS-Div-Systems-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb
Senior Rust Developer,6 days ago,Evolvice GmbH -,"Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · English · rust · python · Information Technology (IT) · Software Development · Software Engineering,,https://wuzzuf.net/jobs/p/sjjPZD1aFpan-Senior-Rust-Developer-Evolvice-GmbH-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb
"Lead Software Engineer (Typescript/Node) (REMOTE/RECRUITMENT IN Q3, 2022)",12 days ago,Aurora Tech N.V. -,"Cairo, Egypt ",Manager · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · MySQL · Programming · Software Development · Software Engineering · APIs · Agile · Computer Science,"Experience implementing object-oriented design patterns | Experience utilizing TypeScript for node.js back-ends that interact with TypeScript (JavaScript) | Hands-on experience working with relational database design using MySQL | Strong DevOps focus and experience building and deploying infrastructure | Experience with test-driven development and automated testing frameworks | Experience with Scrum/Agile development methodologies | Capable of delivering on multiple competing priorities with little supervision | Excellent verbal and written communication skills | Experience with modern programming languages like Java, Python, etc | Experience with building APIs and services using REST, SOAP, etc. | Experience with NEST.JS is a huge plus. ",https://wuzzuf.net/jobs/p/vXKsjWeyO7cn-Lead-Software-Engineer-TypescriptNode-REMOTERECRUITMENT-IN-Q3-2022-Aurora-Tech-N-V-Cairo-Egypt?o=63&l=sp&t=sj&a=python|search-v3|hpb
(For USA) Front-End Security Developer,7 days ago,Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Node.js · React.js · STEM · Redux · graphql · git · jira,"5+ years of JavaScript/Node development | 3+ years of React.js development | Bachelor’s in Computer Science or related STEM field | Proficient knowledge of popular React libraries such as Redux and React-Apollo | Experience with common tools used to deploy a React application to a production environment (Babel, Webpack, NPM) | Experience with at least one testing framework (preferably Jest) | Familiarity with GraphQL | Understanding of responsive design and UI/UX best practices | Understanding of information security principles and best practices | Proficient understanding of code versioning tools (git) | Knowledge of Agile & SDLC methodologies and tools (Jira) | Ability to communicate processes, ideas, and solutions to other team members and clients clearly and effectively | Typescript | Server-side Node development (GraphQL is a plus) | Experience with PWAs | Experiece with cloud computing environment | Experience with Docker | Python 3 ",https://wuzzuf.net/jobs/p/acMKcMXJ3FiH-For-USA-Front-End-Security-Developer-Mobile-Wave-3-Cairo-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb
Senior Front End Developer,14 days ago,Dafater -,"Nasr City, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · CSS · Information Technology (IT) · JavaScript · Python · Software Development · Web,"+3 years as a Front-End Developer | Bachelor's degree in Information Technology or  any related field | Good level of written and speaking understand and deal with an ERP system | Excellent knowledge of CSS, HTML, JavaScript. | Proficiency and practical experience in jQuery. | Ability to understand and analyze project and data | Basic knowledge of Python language | Knowledge of back-end web programming standards and data retrieval from databases ",https://wuzzuf.net/jobs/p/MhaeB618JVBD-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb
BI Operation Support Specialist,7 days ago,B.Tech -,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · BI · Operations · Python · Power BI · Microsoft Power BI · SSIS · Engineering,"Bachelor Degree, Computer Science, Computer Engineering or equivalent | Microsoft SQL server | Microsoft BI stack (SSIS, SSAS, Power BI) | Other BI tools if exists | Knowledge of BI cycle | Solid experience in vendor handling | High communication skills | High Ownership and commitment ",https://wuzzuf.net/jobs/p/lt40Zz3dYAkK-BI-Operation-Support-Specialist-B-Tech-Cairo-Egypt?o=66&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,15 days ago,Knowledge BI -,"Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Programming · Odoo · Development · Python · Information Technology (IT) · jQuery · JavaScript,"Working experience with Python | At least 2 years of experience of Odoo development specifications | Strong debugging and troubleshooting skills | Strong Technical Knowledge in Object-Oriented Programming Concepts and data structures. | Develop apps/features | Understand Relational databases | Working experience with relational database design and modeling | Working experience with relational database management systems (PostgreSQL,) | Expertise in HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Experience in setup Odoo servers & databases. | Experience in data migration in Odoo | Object-oriented programming, object modeling, and relational database | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing ",https://wuzzuf.net/jobs/p/2zVJ28imB3kS-Odoo-Developer-Knowledge-BI-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|hpb
NodeJS Backend Developer,14 days ago,Genwin -,"Obour City, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Software Development · Microservices · NoSQL · Nodejs · javaScript,"Bachelor of Computer Science or Engineering. | Min 3 years’ experience in developing backend systems with NodeJS | Experience with NodeJS and typescript. | Excellent command of work with MYSQL and MongoDB. | Good knowledge of Microservices architectures. | Good knowledge on webservices (REST). | Knowledge of working with Agile Software Development, Scrum Framework and Jira | Experience with code source control using GIT. | Experience with NestJS | Experience with Python | Good knowledge of Kafka, Elastic Search | Good knowledge on NoSQL (REDIS) | Familiar with front end development VueJS | Eager to learn new innovative technologies and grow in startup environments | Excellent Communication and comfortable with working in a remote environments. | Attention to details. | Work under pressure and flexible time. ",https://wuzzuf.net/jobs/p/zOUBjvg9ueUp-NodeJS-Backend-Developer-Genwin-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Engineer,14 days ago,Assistive Technologies -,"New Capital, Cairo, Egypt ",Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · Engineering · Computer Engineering · Information Technology (IT) · Java · PHP · JavaScript,"Bachelor’s degree in Computer Engineering or Computer Science. | Previous experience as a full-stack engineer (3-4 years of work experience) | Advanced knowledge of front-end languages including HTML5, CSS, JavaScript, and C++  | Proficient in back-end languages including Java, Python, Rails, Ruby, .NET, and PHP. | Knowledge of database systems and SQL. | Advanced troubleshooting skills. | Familiarity with JavaScript frameworks. | Good communication skills. | High-level project management skills. ",https://wuzzuf.net/jobs/p/OezQ23jbq7a0-Full-Stack-Engineer-Assistive-Technologies-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb
Remote Senior Python Developer,2 months ago,Scopic -,"Cairo, Egypt ",Experienced · 3 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Python · Django · Flask · JavaScript · Software Development · Programming · Computer Science,"4+ years of professional software development experience | Senior-level Python programming skills | Expertise in Django or similar framework (e.g. Flask) is a must | JavaScript programming skills, including at least one JavaScript framework (e.g. React, Angular, or Vue.js) | Database skills including schemas and ORMs | General programming best practices, including proper use of Git | Understanding of cloud services such as AWS, GCP, Azure | Good written and spoken English | Good overlap with EST timezone | Bachelor's degree or higher | Stable internet connection and home computer | Dedication and discipline to work remotely ",https://wuzzuf.net/jobs/p/0VZAeybGKV7E-Remote-Senior-Python-Developer-Scopic-Cairo-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb
"C++ Software Developer, (Seniors ) - Multinational",16 days ago,Pillars -,"Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · C++ · Python · Software Development · Development,"Academic degree in computer science, mechatronics, electronic engineering, telecommunication engineering or similar qualification, PhD welcome | Strong OOP and C++background, also in new standards (11, 14) | Strong software debugging skills, understanding of performance optimization | Very good understanding of the software development process, preferably in the automotive area | Strong communication skills in English | Relevant Degree field with international experience in industrial R&D projects | Experience with Python (numpy/scipy/matplotlib) | Experience with Bazel, gdb, gcc, memory&CPU profiling | Experience with embedded and/or real-time systems | Experience in Automotive (CAN, LIN, Flexray, Ethernet, Autosar Classic/Adaptive, functional safety, etc.) | Experience in AI, Robotics, Machine Learning, Computer Vision or similarExperience in ROS | Knowledge of MISRA standard | Enthusiasm for embedded systems and automotive | Probability theory, statistics, linear algebra, geometry, optimization | German language knowledge Would Be a plus ",https://wuzzuf.net/jobs/p/gxlrGPYbromn-C-Software-Developer-Seniors---Multinational-Pillars-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,19 days ago,ECS - Energy & Contracting Solutions -,"Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · JavaScript · jQuery · PostgreSQL · Python · XML · Programming · Git,,https://wuzzuf.net/jobs/p/bLxBLEFY2JjQ-Odoo-Developer-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb
Senior Ruby on Rails Engineer,11 days ago,Terkwaz Solutions -,"Riyadh, Saudi Arabia ",Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Rails · Ruby · Ruby on Rails · Back-End Development · AWS · IOT · Software Development · Web Development,"4+ years of experience in web development. | 3+ years of experience in Ruby on Rails | 3+ years of experience in designing and implementing RESTful APIs. | 3+ years of experience in designing schemas for relational databases. | Experience in deploying web applications to any cloud provider. | Experience in git and must be able to work with advanced branching and merging strategies. | Experience in OpenAPI and Swagger generation tools. | Experience in writing unit and integrations tests. | Experience in agile development methodology. | Excellent analytical and problem-solving skills. | Excellent knowledge of web development best practices for performance, security, and maintainability | Experience in integrating applications with 3rd party web services. | Excellent written and spoken English. | Proven ability to deal with ambiguity. | Good communication and critical thinking skills. | Experience in building infrastructure for IoT applications is a plus. | Experience in working with message queues like AWS SQS, RabbitMQ, or Kafka is a plus. | Some experience with front-end or cross-platform mobile development is a plus. ",https://wuzzuf.net/jobs/p/o3NoFYz3iwDx-Senior-Ruby-on-Rails-Engineer-Terkwaz-Solutions-Riyadh-Saudi-Arabia?o=73&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,18 days ago,SITA EGYPT -,"6th of October, Giza, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Systems · Python · PostgreSQL · CSS · Database · HTML · Computer Science · Odoo,Experience in PostgreSQL database. | Experience in integrating Odoo with Other Business Systems. | Ability to learn fast and execute accordingly | Experience in Developing a new Odoo (OpenERP) Module and extension of the Odoo (OpenERP) framework and its existing modules.8 ,https://wuzzuf.net/jobs/p/eFecGl32JrD6-Odoo-Developer-SITA-EGYPT-Giza-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Tester Automation,12 days ago,FlairsTech -,"Maadi, Cairo, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Testing · QC · Manual Tester · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance,"Computer Science, Math or Engineering degree, and/or relevant software development or quality assurance experience (4+ years) | 3-5 years of experience developing, maintaining and executing test strategies and plans. | 3-5 years experience in creating and maintaining a test automation framework.  | 3-5 years experience working in Windows, .Net, C# environments. | Min 3 years experience working with, writing queries for and debugging MS SQL databases. | 3-5 years experience testing APIs and integration with other solutions. | Experience working with multiple Windows Servers, networking and VMWare. | Must have excellent written and verbal communication skills in English. | Self-starter with strong analytical and problem solving skills. | Ability to multi-task and work independently. | Ability to direct and assist in problem resolution. | A desire for learning and process improvement. | Knowledge of hardware installation and configuration. | Experience with Jira/Confluence. | ElasticSearch ",https://wuzzuf.net/jobs/p/Qiz8LHnnQna8-Senior-Software-Tester-Automation-FlairsTech-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb
Data Science Instructor,16 days ago,EpsilonAI -,"Nasr City, Cairo, Egypt ",Full TimePart TimeFreelance / Project,"Expert level in Python including Numpy, Pandas, Scikit-learn | Proficiency in Relational and non-relational databases, and Cloud computing with in-depth knowledge of machine learning and artificial intelligence libraries, and APIs. | Strong foundation in Mathematics | Expert level in MLlib | Excellent programming skills (including OOP and preferably functional programming) | Solid Understanding of Machine Learning Models; Data Preparation, Cleaning up data; Mathematics; Model Deployment | Solid understanding of Data Science techniques | Excellent software engineering skills (Agile methodologies, Git, continuous development, etc.) | Lead project sprints, helping Trainees scope and execute larger technical projects to demonstrate mastery of each content module | Diligently respond to Trainees needs and questions during the course schedule | Acts as a technical mentor guiding Trainees on a technical journey of discovery | Working experience in data science | Bachelor’s degree (or higher) in -Computer Science or related field preferred | A minimum of 1-year experience with research/development/application of Data Science | Experience using technology and interactive electronic materials to support teaching and learning. | Experience using a Learning Management System such as Google Classroom, Canvas ",https://wuzzuf.net/jobs/p/UqIDCNx73M7a-Data-Science-Instructor-EpsilonAI-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb
Linux System Administrator,21 days ago,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Hosting · Information Technology (IT) · Computer Science · Web Hosting · CPanel · WHM,"First class knowledge of the Linux operating system & Linux web hosting environment | Advanced knowledge of cPanel/WHM control panel | Knowledge of bash shell scripting, Perl, Python (or at least one of them) | Familiarity with the web server related technologies such as: Apache, Nginx , PHP-fpm, MySQL, PHP, Exim and other MTAs, Spam Assassin, Bind, PureFTPD and Tomcat. | Ability to compile software such as the Linux kernel, Apache, extensions ",https://wuzzuf.net/jobs/p/8Uafq9lRxCbY-Linux-System-Administrator-Dimofinf-Operations-Center-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb
Data Scientist & BI Developer,13 days ago,Easy System -,"Mokattam, Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Data Science · Information Technology (IT) · Data · Computer Science · Oracle Obiee · Microsoft Power BI · Power BI,"Able to utilize analytical, statistical, and programming skills to collect, analyze, and interpret large data sets. Then use this information to develop data-driven solutions to difficult business challenges.  | Have the ability to work with several data Science libraries. also you will need to have a good knowledge about BI tools like oracle OAC , Microsoft Power BI …etc ",https://wuzzuf.net/jobs/p/i0p1MSNfwMyF-Data-Scientist-BI-Developer-Easy-System-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb
Senior Odoo Developer,21 days ago,Ejadtech -,"Dokki, Giza, Egypt ",Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · HTML · jQuery · JavaScript · XML · Development · Software Development,"Working experience with Python | 4:5 years of experience of Odoo development specifications | Strong debugging and troubleshooting skills | Strong Technical Knowledge in Object-Oriented Programming Concepts and data structures. | Develop apps/features | Understand Relational databases | Working experience with relational database design and modeling | Working experience with relational database management systems (PostgreSQL,) | Bachelor CS Degree is a plus | Expertise in HTML, XML, JavaScript, and JQuery. | Solid expertise with GIT or equivalent source control system. | Good knowledge of business processes. | Experience in setup Odoo servers & databases. | Experience in data migration in Odoo | Object-oriented programming, object modeling, and relational database | Passion for development | Quick & Autonomous learner | Good speaking &understanding of English  reading & writing ",https://wuzzuf.net/jobs/p/bvOTYPYwWYT3-Senior-Odoo-Developer-Ejadtech-Giza-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb
Systems Analyst,14 days ago,Confidential -,"Maadi, Cairo, Egypt ",Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · System Analysis · Business Analysis · SQL · Data Analysis · Computer Science · Information Systems · Information Technology (IT),"Computer Science, Management of Information Systems or related field | Strong computer, software, and analytical skills | Proven ability to assess business needs and translate them into relevant solutions | Strong understanding and knowledge of the principles and practices associated with database maintenance and administration | Experience installing, configuring, documenting, testing, training, and implementing new applications and systems | Experience with web-based technologies | Product Management | SQL | Python (Preferred) | Data Analysis (using Tableau or Power BI) | Fluent in English ",https://wuzzuf.net/jobs/p/dvtA56sep8L9-Systems-Analyst-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb
Senior RPA Developer .Net,18 days ago,SmartTech Systems -,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · English · Information Technology (IT) · Development · Programming · Python · Software Development · Typescript,"Minimum 3 - 5 years of experience in .NET and Uipath Development are mandatory. | Above-average English communication skills and presentation skills are mandatory. | Must be Uipath Certified Senior developer / Solutions architect. | Uipath MVP is desirable and highly advantageous. | Strong hands-on programming experience on .NET Framework and C#. | Strong knowledge of WPF and windows workflow foundation. | Working knowledge of Angular, Typescript, and Node Js. | Linux and Python experience will be advantageous. | Exceptional ability and tenacity for complex problem-solving. | Ability to learn any new technologies quickly. ",https://wuzzuf.net/jobs/p/KpLfawknHq8y-Senior-RPA-Developer-Net-SmartTech-Systems-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Engineer,19 days ago,WeStore -,"Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Amazon AWS · Software Development · Software Engineering · Ecommerce · AWS Cloud · Agile · Python,"Ability to manage and prioritize multiple tasks and projects and assist/advise your engineers in establishing appropriate priorities | Technical experience that spans Application Development, Infrastructure, and Cloud | Researches and evaluates new technologies to identify business solutions across the firm. | A great team player and positive-minded | Manage features through the development life cycle from sprint start to release | Manage the overall Agile cycle engagement, ensuring meetings, iterative development, estimations and design sessions are leveraged properly for a quality product | Strong, current knowledge of modern web application development technologies including HTML5, CSS3, JavaScript, REST, Microservice Architecture, React, Vue, JQuery, JSON, and mobile technologies | Strong understanding of SQL, no-SQL, and in-memory databases including Microsoft SQL Server, MongoDB, Redis, PostgreSQL. | Curious, love to learn and to dig into new technologies and can pick them up quickly | Contribute to architecture, coding, test plans, project plans, deployment planning and operations to drive excellence and steer team towards its goals | Good knowledge of Node JS, Vue, and PHP ",https://wuzzuf.net/jobs/p/uOxXgOIytQOD-Senior-Software-Engineer-WeStore-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer - Remotely (Urgently),15 days ago,Confidential -,"Cairo, Egypt ",Entry Level · 1 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Python · Odoo · IT · Information Technology (IT) · Computer Science,1 to 5 years of experience | Can work in community versions and enterprise | Able to learn | Can work on Odoo sh and vps | Have the ability to work in migrations of version of odoo. | Functional of odoo is optional ,https://wuzzuf.net/jobs/p/4q2vG9OO55g5-Odoo-Developer---Remotely-Urgently-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb
Hardware Engineer,21 days ago,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Telecommunication · Information Technology (IT) · Computer Science · Computer Engineering · Python · Computer Hardware · Hardware Implementation,"Bachelor Degree in communication and electronics | 3-5 years of experience | Leadership and hard worker | Altium, Orcad, Matlab, CST, Eagle, MPLAB | Python ",https://wuzzuf.net/jobs/p/XsrnT1QovbeW-Hardware-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb
Google Cloud Engineer,20 days ago,"Nile Bits, LLC -","6th of October, Giza, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Google cloud · google · Information Technology (IT) · APIs · Computer Science · Engineering · Infrastructure · NodeJS,"Must be certified by Google. | Proven experience (5 years +) of developing & delivering data engineering solutions, with experience specifically on Google Cloud Platform, including:ETL/ELT modelsServerless compute (which includes Cloud Run/Google Cloud Functions),PubSub, BigQuery, GCS,Google Data Catalog,Spark/Hadoop via Dataproc,Data Loss Prevention | Highly skilled understanding of advanced SQL | Proficiency in Python and NodeJS (specifically focused in data and APIs) | Experience developing Infrastructure as Code (preferably via Terraform) | Familiarity with data orchestration tooling, such as Airflow, Prefect, Argo or Dagster. ",https://wuzzuf.net/jobs/p/QDRVoP6ZZEha-Google-Cloud-Engineer-Nile-Bits-LLC-Giza-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb
